avgMonthlyIncome,incomeCV,expenseRatio,emiRatio,avgMonthlyBalance,bounceCount,accountAgeMonths,PD,anomaly_score,prob_high,prob_medium,prob_low,RuleBasedCreditScore,MLSignalBasedCreditScore,HybridCreditScore
321862.65,0.024,0.31,0.149,276482.0,0,98,0.004084403931051,0.1373886438786677,0.0,0.0,1.0,782,502,690
296303.69,0.023,0.32,0.109,215880.46,0,77,0.001669787112832,0.1393160344319787,0.0,0.0,1.0,826,473,690
296962.82,0.028,0.382,0.204,194759.9,0,105,0.0163525352621092,0.1734403239589797,0.0,0.0,1.0,792,519,693
428610.5,0.027,0.386,0.098,214554.38,0,104,0.011535012609896,0.1326426006619179,0.0,0.0,1.0,802,510,717
421538.38,0.039,0.36,0.126,373574.77,0,116,0.0144856291374841,0.1170558843774441,0.0001360845734361,0.0,0.9998639154265638,799,499,687
406779.23,0.036,0.366,0.096,268581.5,0,112,0.0101618827591902,0.1317808756101313,0.0,0.000228960589724,0.9997710394102758,775,468,646
330729.62,0.042,0.33,0.17,315821.85,0,82,0.0041929714249792,0.1395633359281067,0.0,0.0,1.0,804,464,648
508543.12,0.047,0.269,0.149,103058.48,0,114,0.0083994915578028,0.0997083956025063,0.000652189847577,0.0002399982803932,0.99910781187203,811,474,652
422779.45,0.03,0.347,0.193,137837.64,0,77,0.0079840565429776,0.144525459051093,0.0,0.0,1.0,817,468,689
285808.12,0.036,0.372,0.248,148551.07,0,98,0.0168963261574022,0.175022562790226,0.0,0.0,1.0,800,573,708
297676.69,0.022,0.268,0.13,278042.0,0,92,0.0016402166034706,0.1120659500171346,7.057563280885051e-05,0.0,0.9999294243671912,814,498,687
285634.38,0.024,0.398,0.1,279576.82,0,115,0.0099951515921941,0.1380941373410957,8.243722584395755e-05,0.0,0.999917562774156,762,463,666
318777.07,0.022,0.344,0.098,163768.81,0,78,0.0022617445676609,0.1505031740035446,0.0,0.0,1.0,809,451,681
486485.96,0.045,0.446,0.077,639332.39,0,83,0.0140229598129041,0.0246926059945838,0.1150588922764598,0.0002482131336898,0.8846928945898505,798,443,681
488219.59,0.033,0.347,0.153,220490.1,0,76,0.0072145916824626,0.1343400166429778,0.0,0.0,1.0,775,475,670
348895.16,0.032,0.478,0.059,282346.52,0,96,0.01388366166393,0.1205355754596005,0.0,0.0028647118204721,0.997135288179528,832,523,707
501077.45,0.041,0.379,0.204,204076.24,1,86,0.0378060857274434,0.0960574071354298,0.0069903247623765,0.0056235058862015,0.9873861693514214,715,478,639
514361.53,0.036,0.274,0.173,474018.15,0,108,0.0095670952633619,0.0672885221717279,0.0004223020910544,0.0003284294260995,0.9992492684828462,812,500,715
478749.28,0.039,0.352,0.145,358708.14,0,118,0.0207007450938784,0.1187432762066505,0.0001399649700802,0.0,0.9998600350299196,792,489,645
418885.43,0.042,0.376,0.17,158763.09,0,111,0.0219825620571611,0.1556933248181402,0.0,0.0,1.0,806,560,707
295418.89,0.021,0.366,0.121,166054.06,0,104,0.006445227271461,0.1607287947025405,0.0,0.0,1.0,794,511,655
489932.86,0.022,0.318,0.182,274653.71,0,103,0.0136014193094325,0.1112771349727047,0.0,0.0,1.0,788,514,639
511479.15,0.037,0.368,0.201,108461.86,0,116,0.0430873454889058,0.1259245629529577,0.0011626443392817,0.0003783123277384,0.9984590433329796,790,517,675
482121.03,0.026,0.311,0.156,582619.49,0,80,0.0052908171175145,0.0607328183672299,0.0052415537830325,6.547748970959092e-05,0.994692968727258,802,509,688
301906.62,0.028,0.347,0.077,213012.66,1,83,0.0036031920480119,0.092143588534918,0.0007774219562603,0.0026219381193022,0.996600639924437,710,487,623
297127.21,0.046,0.404,0.199,257456.09,0,80,0.0104650684486496,0.1670998916717163,0.0,0.0,1.0,788,519,690
431745.02,0.025,0.367,0.023,219682.74,0,97,0.0040801654990848,0.098210974645986,0.0004257067091607,0.0034327127506041,0.996141580540235,787,478,630
354773.66,0.024,0.342,0.194,384336.66,1,119,0.0297531080193031,0.082793015168196,0.00551642019623,0.003482159842092,0.9910014199616778,792,493,706
519907.39,0.037,0.362,0.15,439950.74,0,105,0.0203990938169015,0.0894117563528169,0.0003525845915186,0.0002629519363899,0.9993844634720916,806,475,655
444568.05,0.042,0.337,0.181,165498.42,1,76,0.011805155232709,0.1048600131765624,0.0018193201923548,0.0037719406649392,0.9944087391427054,704,507,638
475176.06,0.023,0.282,0.147,173811.86,0,86,0.003983457218114,0.1131077015361994,0.0001471027049261,0.0,0.999852897295074,800,480,694
477963.64,0.042,0.338,0.162,134994.27,0,75,0.0065593216809564,0.1390381617312521,0.0,0.0,1.0,820,504,743
420796.12,0.034,0.335,0.165,455445.71,0,112,0.0136307374351007,0.1113750466103438,0.0,0.0,1.0,802,499,692
427955.97,0.049,0.394,0.103,313831.7,0,115,0.0175687786654628,0.1215301713305108,8.243722584395755e-05,0.0,0.999917562774156,810,496,686
301243.46,0.023,0.371,0.118,98289.09,0,110,0.0079881183020056,0.1615680119765523,0.0,0.0001383140473452,0.9998616859526548,812,475,698
311396.44,0.047,0.282,0.147,326718.82,0,93,0.0024317786941258,0.119218658563341,0.0001241318147938,0.0,0.9998758681852062,818,490,683
327838.18,0.042,0.246,0.078,285944.86,0,106,0.0013299040642503,0.0882989989714833,0.0009686506967976,0.0,0.9990313493032026,796,436,646
396610.61,0.023,0.363,0.16,325232.09,0,98,0.0112896295013152,0.1346103227513572,0.0,0.0,1.0,801,473,657
485773.04,0.04,0.386,0.118,342459.57,0,86,0.0107892086480679,0.1095388644072546,0.0,0.0,1.0,795,461,629
512770.44,0.047,0.415,0.269,471083.52,1,108,0.1655117279247124,0.0453095728060406,0.0247584863375922,0.6848479829183972,0.2903935307440105,700,322,548
374324.26,0.048,0.362,0.215,130980.55,0,91,0.0135850850613289,0.1625217086104562,0.0,0.0,1.0,778,490,661
479979.42,0.029,0.39,0.184,437472.61,0,114,0.0400640538679094,0.0994346865868883,0.0007205822237017,0.0008163299504156,0.9984630878258828,785,510,707
476668.98,0.049,0.46,0.111,245424.34,0,76,0.0176100330001549,0.1240634472294346,0.0002783837824825,0.0003857861429446,0.9993358300745728,799,497,695
491853.22,0.033,0.361,0.117,269378.44,0,96,0.0107012890471141,0.1252164102231541,0.0,0.0,1.0,812,458,647
294181.91,0.025,0.372,0.274,285799.94,0,103,0.0248541416366916,0.1494101312853127,0.0,0.0050011842338445,0.9949988157661556,791,472,682
358769.13,0.041,0.346,0.182,255545.78,0,91,0.0079776010312155,0.151374811576901,0.0,0.0001364189980849,0.9998635810019152,780,512,671
408266.85,0.026,0.411,0.232,195606.55,0,102,0.0417897462916117,0.152822228344796,0.0,0.000228960589724,0.9997710394102758,806,495,690
306604.88,0.027,0.369,0.115,99013.07,0,112,0.0081983639461052,0.1628064181550315,0.0,0.0001383140473452,0.9998616859526548,772,539,668
392600.3,0.05,0.348,0.056,473756.57,0,78,0.00223615457085,0.0793281184139456,0.0011608596827933,0.0004336568824287,0.998405483434778,796,485,683
427142.87,0.049,0.295,0.157,347524.56,0,73,0.0029314689931118,0.1167754508177916,5.3556181984986854e-05,0.0,0.9999464438180152,807,479,687
523029.37,0.029,0.347,0.155,271085.38,0,110,0.0206991376530146,0.1147203566207815,0.0008276319653414,0.0002629519363899,0.9989094160982688,789,510,657
485306.0,0.036,0.301,0.169,291826.59,0,89,0.0067798731444246,0.1180388096504562,0.0,0.0,1.0,807,521,688
406328.81,0.036,0.392,0.166,309008.67,0,90,0.0139919045181973,0.1392737867325013,0.0,0.000228960589724,0.9997710394102758,829,485,699
294244.82,0.033,0.343,0.067,272347.8,1,84,0.0031377349584481,0.0813671066127043,0.0008234328623242,0.0018620136709077,0.9973145534667678,732,461,641
351236.69,0.032,0.403,0.224,154415.41,0,118,0.0428451625579298,0.1726434874772954,0.0,0.0002624753603838,0.9997375246396162,786,479,646
505211.72,0.031,0.352,0.074,183564.06,0,88,0.005693147320367,0.1131262636610265,0.0004623926999098,0.0015535304842865,0.9979840768158036,830,506,700
469792.42,0.034,0.324,0.241,114578.85,0,107,0.0246431655079701,0.1307104466088973,7.881979122081129e-05,0.0001827373738156,0.9997384428349634,810,468,664
421159.77,0.027,0.427,0.142,100522.54,0,82,0.0146647317868322,0.1469869387233452,0.0002783837824825,0.0010924855135278,0.9986291307039896,820,464,661
332690.58,0.036,0.331,0.18,238116.33,0,111,0.0100397342525871,0.1530002068191066,0.0,0.0,1.0,813,528,728
499834.92,0.025,0.378,0.128,153558.48,1,92,0.0228748830159483,0.0823234382093205,0.006975608190373,0.0056390159457292,0.9873853758638972,708,482,622
520653.0,0.044,0.378,0.113,545659.74,0,104,0.017454826186925,0.0539488922634908,0.0027476740060724,0.0004495288154981,0.9968027971784296,789,500,678
511535.71,0.035,0.313,0.086,367897.5,0,114,0.0082114101712363,0.0772776182365336,0.0011837209514053,0.0,0.9988162790485946,808,492,664
297625.85,0.041,0.309,0.125,231792.33,0,84,0.0020446558290527,0.141558835303084,0.0,0.0,1.0,808,469,684
302149.75,0.031,0.341,0.133,205864.49,0,90,0.0037974993846113,0.1586186641011054,0.0,0.0,1.0,808,489,678
486486.1,0.03,0.305,0.078,537914.04,0,120,0.0073829546814102,0.0496566677891594,0.0024806573456724,6.547748970959092e-05,0.997453865164618,839,465,701
480592.2,0.021,0.293,0.216,496611.15,0,114,0.0175433463465718,0.0700324417379404,0.0015864483572505,6.547748970959092e-05,0.99834807415304,769,524,647
495477.45,0.029,0.392,0.144,351489.51,0,81,0.0131877964859224,0.1130304573267496,0.0,0.0,1.0,799,488,741
409785.1,0.049,0.371,0.094,174255.95,0,95,0.0068389581531745,0.1388038495282175,0.0,0.000228960589724,0.9997710394102758,816,453,676
426041.22,0.029,0.391,0.14,380445.07,0,107,0.0187403978658785,0.1195838056712909,0.0,0.0,1.0,782,492,670
345290.87,0.023,0.348,0.142,197743.02,0,116,0.0105823629569687,0.1506119826329952,0.0,0.0002624753603838,0.9997375246396162,775,470,656
383798.48,0.028,0.436,0.194,293300.03,0,115,0.0508225552573293,0.1404041033797141,0.0002783837824825,0.0009024324262468,0.9988191837912708,812,416,648
285955.93,0.032,0.375,0.115,168852.44,0,115,0.0087342003788732,0.1654695082609552,8.243722584395755e-05,0.0,0.999917562774156,790,483,693
384451.26,0.045,0.503,0.168,389302.67,0,109,0.0737800904770053,0.1158538353207828,0.0010876022062969,0.0121175434301641,0.986794854363539,775,439,638
435398.93,0.04,0.36,0.156,207021.87,1,102,0.0236007543222803,0.1076542381225136,0.0022943762630953,0.0040171229817296,0.9936885007551748,749,478,665
290153.62,0.047,0.423,0.241,187842.39,0,74,0.0154965496387782,0.1827142390965049,0.0,0.0,1.0,795,491,675
326785.08,0.023,0.303,0.28,361319.27,0,94,0.0107179853117949,0.1166006726572234,0.0,0.0053870393842635,0.9946129606157368,826,472,695
290337.72,0.041,0.328,0.183,87338.93,0,115,0.0092881606285201,0.1616829212103704,0.0,0.0,1.0,772,477,632
506357.09,0.031,0.3,0.044,456646.69,0,83,0.002112731344029,0.055094920579032,0.0011658375786061,0.0,0.998834162421394,800,505,668
428165.62,0.04,0.381,0.143,182625.94,0,72,0.0068832245340033,0.1482028558195547,8.080621899759294e-05,0.004992726900265,0.9949264668807374,815,495,686
288447.23,0.044,0.368,0.111,216551.55,0,82,0.0032804926935403,0.1598275242690142,0.0,0.0,1.0,849,509,703
289529.07,0.025,0.36,0.169,254880.01,0,83,0.0050957911165332,0.1555604554379787,0.0,0.0,1.0,830,510,693
498308.54,0.039,0.397,0.136,186057.88,0,100,0.0216946783431914,0.1306760147155842,0.0001346412531125,0.0,0.9998653587468874,799,458,648
509043.53,0.024,0.379,0.196,150972.97,0,79,0.0177878736465799,0.1264768262690049,0.0,0.0,1.0,791,529,687
417962.07,0.022,0.435,0.156,254245.49,0,92,0.023211146251668,0.1368236346123326,0.0002783837824825,0.0003857861429446,0.9993358300745728,787,522,679
400259.31,0.046,0.418,0.0,120653.97,0,105,0.0065515946612255,0.1143528991389435,0.0002697356460846,0.0038342154698689,0.9958960488840468,846,461,703
466048.49,0.048,0.394,0.069,378240.25,1,118,0.0284870098748438,0.0450242672385052,0.0080937491282538,0.0088677838920666,0.9830384669796792,711,472,613
402380.33,0.033,0.373,0.126,239973.01,0,117,0.0159584261111016,0.1415050245371525,0.0,0.0,1.0,773,513,646
497552.96,0.034,0.36,0.147,265659.09,0,118,0.0248954884479904,0.1295650155988282,0.0004987521175277,0.0,0.9995012478824722,811,505,696
483326.61,0.032,0.397,0.227,391708.24,0,93,0.0367457799565752,0.106488303042195,0.0,0.0,1.0,774,451,612
381284.0,0.021,0.405,0.114,154982.28,0,116,0.0185652958209168,0.1505120701477071,8.243722584395755e-05,0.0,0.999917562774156,791,524,693
352563.84,0.046,0.411,0.095,311365.5,0,98,0.0093601759709837,0.129224759413287,0.0,0.0001260563622988,0.9998739436377012,802,507,663
439088.33,0.045,0.323,0.198,430991.19,0,102,0.0130641503400977,0.1027862590515822,0.0009915114309726,0.0,0.9990084885690274,835,476,678
498261.32,0.043,0.375,0.113,220526.96,0,112,0.0189726340643839,0.1251288177854986,0.0006162889554636,0.0,0.9993837110445364,765,514,671
296539.41,0.023,0.36,0.037,315924.33,0,100,0.0026250131102001,0.1077283640790605,0.0001809530941588,0.001472566469752,0.9983464804360892,787,479,670
508193.74,0.028,0.413,0.095,179760.39,0,93,0.0159195490034814,0.1194181138296112,0.0002103574311286,0.0,0.9997896425688714,792,460,679
360177.71,0.038,0.325,0.074,291767.98,0,76,0.0016582843393029,0.1155987108523087,0.0,0.0001827373738156,0.9998172626261844,808,509,672
349825.82,0.029,0.323,0.227,297092.9,0,82,0.0068500979838252,0.1370162615949098,0.0,0.0001260563622988,0.9998739436377012,783,473,651
307908.77,0.032,0.398,0.092,186217.49,0,83,0.0043872792239048,0.1570942464696194,0.0,0.0,1.0,786,502,665
286680.5,0.034,0.272,0.191,217562.02,0,76,0.001821698619475,0.136903486313652,7.057563280885051e-05,0.0,0.9999294243671912,828,495,681
346119.7,0.042,0.324,0.226,364604.79,0,105,0.0124121155046478,0.1217577447766784,0.0,0.0003087937361145,0.9996912062638856,778,486,682
288097.5,0.041,0.208,0.183,358436.53,0,88,0.0011173493323341,0.0972032310161049,0.000644307255364,0.0,0.9993556927446362,851,475,700
513070.62,0.033,0.376,0.11,217189.07,1,93,0.0207819704816867,0.0693912859561861,0.008835906896594,0.0059019678821191,0.9852621252212864,739,425,616
303732.74,0.039,0.365,0.148,168865.88,1,115,0.0191598752777833,0.1315676706688928,0.0009235230959221,0.0007855753748196,0.9982909015292578,757,452,633
334028.79,0.024,0.247,0.093,241239.83,0,90,0.0010275243030404,0.0905005802140511,0.0007752779122805,0.0,0.9992247220877194,800,452,675
481981.78,0.024,0.292,0.093,548026.59,0,103,0.0045249180576726,0.0507089960713087,0.0030400816859707,6.547748970959092e-05,0.9968944408243198,788,501,649
309302.37,0.026,0.265,0.148,197942.43,0,105,0.0027451920900315,0.1276468764161866,7.057563280885051e-05,0.0,0.9999294243671912,734,505,646
494990.44,0.022,0.258,0.088,107974.85,1,87,0.0034935832656812,0.0339845325568407,0.0087324396397122,0.006144622615153,0.9851229377451344,713,474,613
359975.44,0.032,0.334,0.242,180375.0,0,117,0.0231172048548826,0.1627598175726088,0.0,0.0001364189980849,0.9998635810019152,819,454,685
325247.82,0.044,0.332,0.084,235245.21,0,102,0.0033857278283979,0.1330071737375253,5.126346288147343e-05,0.0,0.9999487365371184,776,486,657
520418.09,0.036,0.385,0.158,536816.37,0,117,0.038697074436894,0.0632327158698923,0.0024598530711212,0.0010831231219334,0.9964570238069456,829,499,676
308535.25,0.04,0.35,0.232,114341.16,0,118,0.021210988195998,0.1730053728261349,0.0,0.0,1.0,808,476,702
314307.95,0.027,0.276,0.158,146348.96,0,72,0.0014452033292739,0.1414392833909764,0.002041879396217,0.0002256792725861,0.9977324413311968,780,453,621
492276.94,0.041,0.33,0.117,360479.44,0,85,0.0056028410340925,0.1061479642842793,0.0,0.0,1.0,807,500,699
402371.98,0.022,0.444,0.209,310975.15,0,76,0.0249661334695068,0.1340877181638263,0.0002783837824825,0.0003857861429446,0.9993358300745728,794,529,702
489009.94,0.042,0.37,0.129,602858.86,0,93,0.0120187743742462,0.0556353111936075,0.0303374395760368,0.0001865768791081,0.9694759835448548,798,488,692
357290.8,0.04,0.327,0.152,298959.88,0,119,0.0102950023757131,0.1371575579130921,0.0,0.0,1.0,837,505,726
384616.06,0.029,0.364,0.047,171381.79,0,81,0.0026094872554233,0.1256811427235433,9.819444561924971e-05,0.0,0.9999018055543808,829,468,664
301219.19,0.048,0.348,0.175,150211.23,0,74,0.0038613939139371,0.1755357842148413,0.0,0.0,1.0,776,545,702
293216.67,0.031,0.324,0.087,348538.28,0,92,0.0021258115475092,0.1074995866084632,5.126346288147343e-05,0.0001827373738156,0.9997659991633028,810,506,629
307177.91,0.024,0.401,0.158,144633.02,0,118,0.0200977627437106,0.1746267000190659,0.0,0.0,1.0,788,453,658
514183.33,0.032,0.371,0.085,156772.41,0,77,0.0060510930811652,0.111387878467167,0.0005136561627913,0.0002629519363899,0.9992233919008188,783,502,694
312196.27,0.031,0.323,0.102,202282.23,0,92,0.0025894269091712,0.140637362646948,0.0,0.0,1.0,815,489,694
374494.61,0.03,0.382,0.089,388904.3,0,114,0.0106184876425511,0.1063152442548003,0.00021852179928,0.0,0.99978147820072,810,495,691
396061.48,0.022,0.407,0.087,336505.23,0,100,0.010521301171807,0.1154613220889581,5.126346288147343e-05,0.0,0.9999487365371184,819,498,703
293434.83,0.034,0.384,0.163,198778.92,1,118,0.0280086035164583,0.1321767109888559,0.0009309784085653,0.002182942254222,0.9968860793372124,743,513,645
411822.46,0.036,0.421,0.11,417273.73,0,103,0.0173737817098776,0.1060824723228259,0.0,0.0,1.0,808,522,671
476120.92,0.027,0.278,0.172,319012.55,0,119,0.0113389566105609,0.1035851352250277,0.0001560273778153,0.0,0.9998439726221846,805,500,663
287927.44,0.036,0.33,0.116,262103.06,0,84,0.0023185398434681,0.1420724841037248,0.0,0.0,1.0,826,448,667
506721.54,0.05,0.407,0.235,302256.15,0,111,0.0756080169108972,0.1189887116376276,0.001252603431681,0.0119934925642253,0.9867539040040936,804,480,662
307358.95,0.044,0.263,0.195,77479.56,0,77,0.0019008832390763,0.1387671660701765,0.0001160046948167,0.0,0.9998839953051832,782,486,652
358189.92,0.044,0.281,0.164,310127.85,0,89,0.0030415357677813,0.1254972784554794,7.057563280885051e-05,0.0,0.9999294243671912,826,510,700
489396.08,0.038,0.348,0.175,263747.94,0,82,0.0103865492919077,0.1283366820204261,0.0,0.0,1.0,834,490,690
320554.42,0.033,0.419,0.159,247643.86,1,82,0.0176397066220639,0.1233382752350057,0.0002731307554008,0.0001319010375377,0.9995949682070612,758,508,664
342287.29,0.031,0.304,0.164,240355.92,0,80,0.0029285767247864,0.1416063964041984,0.0,0.0,1.0,802,486,696
369255.64,0.041,0.298,0.101,417609.65,0,72,0.0014298189196465,0.0932758938795957,0.0003497108174317,0.004992726900265,0.9946575622823032,799,516,672
314349.32,0.039,0.394,0.159,165767.56,0,103,0.013005496759014,0.1739009837900224,0.0,0.0,1.0,788,439,656
306191.28,0.029,0.409,0.133,86309.85,0,88,0.0080496424433564,0.1653572212974131,0.0,0.0001345751753397,0.9998654248246602,789,529,680
298789.33,0.028,0.374,0.162,328981.48,0,104,0.0102085667445735,0.1427467819787358,0.0,0.0,1.0,810,504,689
387807.55,0.025,0.421,0.146,174730.44,0,96,0.0178349734725602,0.1544540770007662,0.0,0.0,1.0,819,507,704
387245.95,0.045,0.313,0.205,376317.26,0,102,0.009990688211783,0.1186050350213551,0.0,0.0,1.0,805,463,656
464789.15,0.035,0.284,0.137,239510.02,0,74,0.0026041300736849,0.1176332312924152,0.0001300832541022,0.0,0.9998699167458978,792,465,657
522128.32,0.049,0.377,0.145,211811.64,0,109,0.0259659913184464,0.1239777250203392,0.0006238748627411,0.0002629519363899,0.999113173200869,812,510,695
311224.29,0.023,0.335,0.149,284577.21,0,85,0.0036998078091552,0.1435974664881926,0.0,0.0,1.0,781,484,657
410974.4,0.042,0.286,0.206,457858.75,0,105,0.0088083029587718,0.09686098055601,0.0010868022996485,0.000228960589724,0.9986842371106276,804,509,648
327089.86,0.05,0.489,0.175,143132.94,0,73,0.0212568114394794,0.1715516705377681,0.0,0.0,1.0,777,530,657
486310.38,0.049,0.366,0.069,419257.07,0,80,0.0047973291784188,0.0846666704001305,8.745437440893878e-05,0.0015535304842865,0.9983590151413044,806,438,682
473578.25,0.037,0.323,0.108,556191.08,0,72,0.0031329455066385,0.0638035455431635,0.0034544969867478,0.0051793037793731,0.9913661992338793,784,510,721
298126.0,0.034,0.373,0.065,65390.27,1,113,0.0095590659984471,0.0971968131486752,0.0013812545067289,0.0108724794288012,0.9877462660644696,711,507,630
416894.19,0.038,0.376,0.14,405443.62,1,114,0.0312862798704558,0.0767561562118455,0.0089745757648071,0.0064580200651955,0.9845674041699968,694,455,597
411995.45,0.04,0.343,0.102,194220.84,1,113,0.0148534833126925,0.0883354041566969,0.0024573577102327,0.0041430481916337,0.9933995940981332,745,540,668
492192.23,0.03,0.375,0.185,232950.35,0,110,0.0323548248444704,0.1301714806349183,0.0,0.0001383140473452,0.9998616859526548,831,474,698
315390.74,0.038,0.343,0.16,198962.33,0,113,0.0095278140839426,0.1669384296337153,0.0,0.0,1.0,797,478,675
403402.06,0.042,0.332,0.142,229696.24,0,104,0.0081460630049073,0.1414256003271514,0.0,0.000228960589724,0.9997710394102758,788,493,661
325540.12,0.027,0.246,0.169,224560.42,0,115,0.0036842579580354,0.1167791912247823,0.000624939355504,0.0,0.999375060644496,803,502,670
485152.2,0.041,0.371,0.056,117603.31,1,103,0.0143396557751148,0.0675585640930649,0.0068590714374401,0.0103927998214457,0.9827481287411136,734,499,657
344742.18,0.046,0.342,0.112,184193.95,0,91,0.003924091035711,0.1529075258176986,0.0,0.0002624753603838,0.9997375246396162,812,432,645
489958.61,0.043,0.343,0.12,465343.99,0,79,0.0056479757681369,0.0902362894904956,0.0,0.0,1.0,817,490,687
401091.94,0.047,0.348,0.195,143556.09,0,80,0.0081334104203509,0.1557937597035349,0.0,0.0,1.0,799,511,673
415082.08,0.026,0.283,0.172,397175.34,0,79,0.003239582118643,0.1048297032831013,9.52908686758043e-05,0.0,0.999904709131324,801,464,655
498868.32,0.032,0.389,0.205,116056.36,1,77,0.0335548180843797,0.0919220932339069,0.0068576538455375,0.005076846946869,0.988065499207593,725,459,634
483673.7,0.036,0.354,0.2,251437.41,1,111,0.0488291846104638,0.0915154403846166,0.0065312418476205,0.0077228680822963,0.9857458900700824,786,516,655
366424.83,0.036,0.329,0.147,382376.08,0,83,0.0040434389946396,0.1206713723752875,0.0,0.0,1.0,852,495,703
481153.8,0.038,0.324,0.15,379880.45,1,86,0.0117770785930547,0.06971676629181,0.0077207034501229,0.0047694283068422,0.9875098682430348,742,453,598
360036.89,0.048,0.35,0.094,171646.37,0,102,0.005254297885485,0.1468407804727271,0.0,0.0001364189980849,0.9998635810019152,844,469,703
301657.62,0.028,0.331,0.202,329213.64,0,114,0.0115543579499633,0.1353138951620821,0.0,0.0,1.0,774,483,643
483688.85,0.035,0.365,0.205,371135.22,0,88,0.0186711394725402,0.1127383451136226,0.0,0.0,1.0,751,404,606
417852.91,0.035,0.277,0.116,193272.31,0,77,0.0017831659438639,0.1162972431022736,1.7019450823863664e-05,0.0,0.999982980549176,778,481,666
302107.98,0.029,0.323,0.153,108890.19,0,106,0.0055995504842087,0.1579709652987795,0.0,0.0,1.0,807,533,692
296857.5,0.036,0.344,0.119,162400.31,0,111,0.0059453777770005,0.1627243573270166,0.0,0.0,1.0,837,530,711
289323.14,0.033,0.339,0.164,255415.95,0,100,0.0059972560294928,0.1553116312271675,0.0,0.0,1.0,776,523,695
404732.27,0.032,0.277,0.128,141773.97,0,72,0.0016406986155657,0.118226315746622,0.0002923568168704,0.005221687489989,0.9944859556931404,777,454,644
305560.86,0.038,0.352,0.133,319548.62,0,86,0.0039353346696124,0.1387419240851943,0.0,0.0,1.0,841,499,692
303571.61,0.027,0.308,0.125,304383.49,0,90,0.0024295801861269,0.1223600618910599,0.0,0.0,1.0,760,497,645
488712.75,0.022,0.303,0.189,293595.51,0,82,0.0069499778538207,0.107903124068578,0.0,0.0,1.0,810,459,666
353894.45,0.029,0.452,0.118,281615.46,0,97,0.0178898386119321,0.1378780923234984,0.0,0.0007053775401007,0.9992946224598992,780,501,686
382194.47,0.041,0.365,0.061,185503.6,0,89,0.0036489834059921,0.1326286367300053,0.0,0.0015535304842865,0.9984464695157136,794,466,678
