avgMonthlyIncome,incomeCV,expenseRatio,emiRatio,avgMonthlyBalance,bounceCount,accountAgeMonths,anomaly_score,anomalyFlag,pdLabel,PD
428610.5,0.027,0.386,0.098,214554.38,0,104,0.13264260066191796,0,0,0.011535012609896
421538.38,0.039,0.36,0.126,373574.77,0,116,0.11705588437744413,0,0,0.0144856291374841
406779.23,0.036,0.366,0.096,268581.5,0,112,0.13178087561013135,0,0,0.0101618827591902
330729.62,0.042,0.33,0.17,315821.85,0,82,0.1395633359281067,0,0,0.0041929714249792
508543.12,0.047,0.269,0.149,103058.48,0,114,0.09970839560250638,0,0,0.0083994915578028
422779.45,0.03,0.347,0.193,137837.64,0,77,0.14452545905109304,0,0,0.0079840565429776
285808.12,0.036,0.372,0.248,148551.07,0,98,0.17502256279022604,0,0,0.0168963261574022
297676.69,0.022,0.268,0.13,278042.0,0,92,0.11206595001713465,0,0,0.0016402166034706
285634.38,0.024,0.398,0.1,279576.82,0,115,0.1380941373410957,0,0,0.0099951515921941
318777.07,0.022,0.344,0.098,163768.81,0,78,0.15050317400354463,0,0,0.0022617445676609
486485.96,0.045,0.446,0.077,639332.39,0,83,0.024692605994583894,0,0,0.0140229598129041
488219.59,0.033,0.347,0.153,220490.1,0,76,0.13434001664297784,0,0,0.0072145916824626
348895.16,0.032,0.478,0.059,282346.52,0,96,0.12053557545960059,0,0,0.01388366166393
501077.45,0.041,0.379,0.204,204076.24,1,86,0.09605740713542982,0,0,0.0378060857274434
514361.53,0.036,0.274,0.173,474018.15,0,108,0.06728852217172798,0,0,0.0095670952633619
478749.28,0.039,0.352,0.145,358708.14,0,118,0.11874327620665054,0,0,0.0207007450938784
418885.43,0.042,0.376,0.17,158763.09,0,111,0.15569332481814024,0,0,0.0219825620571611
295418.89,0.021,0.366,0.121,166054.06,0,104,0.16072879470254053,0,0,0.006445227271461
489932.86,0.022,0.318,0.182,274653.71,0,103,0.1112771349727047,0,0,0.0136014193094325
511479.15,0.037,0.368,0.201,108461.86,0,116,0.12592456295295773,0,0,0.0430873454889058
482121.03,0.026,0.311,0.156,582619.49,0,80,0.06073281836722999,0,0,0.0052908171175145
301906.62,0.028,0.347,0.077,213012.66,1,83,0.092143588534918,0,0,0.0036031920480119
297127.21,0.046,0.404,0.199,257456.09,0,80,0.1670998916717163,0,0,0.0104650684486496
431745.02,0.025,0.367,0.023,219682.74,0,97,0.098210974645986,0,0,0.0040801654990848
354773.66,0.024,0.342,0.194,384336.66,1,119,0.08279301516819604,0,0,0.0297531080193031
519907.39,0.037,0.362,0.15,439950.74,0,105,0.08941175635281695,0,0,0.0203990938169015
444568.05,0.042,0.337,0.181,165498.42,1,76,0.1048600131765624,0,0,0.011805155232709
475176.06,0.023,0.282,0.147,173811.86,0,86,0.11310770153619948,0,0,0.003983457218114
477963.64,0.042,0.338,0.162,134994.27,0,75,0.13903816173125216,0,0,0.0065593216809564
420796.12,0.034,0.335,0.165,455445.71,0,112,0.11137504661034386,0,0,0.0136307374351007
427955.97,0.049,0.394,0.103,313831.7,0,115,0.12153017133051086,0,0,0.0175687786654628
301243.46,0.023,0.371,0.118,98289.09,0,110,0.1615680119765523,0,0,0.0079881183020056
311396.44,0.047,0.282,0.147,326718.82,0,93,0.11921865856334107,0,0,0.0024317786941258
327838.18,0.042,0.246,0.078,285944.86,0,106,0.0882989989714833,0,0,0.0013299040642503
396610.61,0.023,0.363,0.16,325232.09,0,98,0.13461032275135726,0,0,0.0112896295013152
485773.04,0.04,0.386,0.118,342459.57,0,86,0.10953886440725463,0,0,0.0107892086480679
512770.44,0.047,0.415,0.269,471083.52,1,108,0.04530957280604064,0,0,0.1655117279247124
374324.26,0.048,0.362,0.215,130980.55,0,91,0.16252170861045623,0,0,0.0135850850613289
479979.42,0.029,0.39,0.184,437472.61,0,114,0.09943468658688831,0,0,0.0400640538679094
476668.98,0.049,0.46,0.111,245424.34,0,76,0.12406344722943463,0,0,0.0176100330001549
491853.22,0.033,0.361,0.117,269378.44,0,96,0.1252164102231541,0,0,0.0107012890471141
294181.91,0.025,0.372,0.274,285799.94,0,103,0.14941013128531277,0,0,0.0248541416366916
358769.13,0.041,0.346,0.182,255545.78,0,91,0.15137481157690108,0,0,0.0079776010312155
408266.85,0.026,0.411,0.232,195606.55,0,102,0.15282222834479608,0,0,0.0417897462916117
306604.88,0.027,0.369,0.115,99013.07,0,112,0.16280641815503155,0,0,0.0081983639461052
392600.3,0.05,0.348,0.056,473756.57,0,78,0.0793281184139456,0,0,0.00223615457085
427142.87,0.049,0.295,0.157,347524.56,0,73,0.11677545081779162,0,0,0.0029314689931118
523029.37,0.029,0.347,0.155,271085.38,0,110,0.11472035662078156,0,0,0.0206991376530146
485306.0,0.036,0.301,0.169,291826.59,0,89,0.11803880965045627,0,0,0.0067798731444246
406328.81,0.036,0.392,0.166,309008.67,0,90,0.1392737867325013,0,0,0.0139919045181973
294244.82,0.033,0.343,0.067,272347.8,1,84,0.0813671066127043,0,0,0.0031377349584481
351236.69,0.032,0.403,0.224,154415.41,0,118,0.17264348747729547,0,0,0.0428451625579298
505211.72,0.031,0.352,0.074,183564.06,0,88,0.11312626366102657,0,0,0.005693147320367
469792.42,0.034,0.324,0.241,114578.85,0,107,0.1307104466088973,0,0,0.0246431655079701
421159.77,0.027,0.427,0.142,100522.54,0,82,0.14698693872334523,0,0,0.0146647317868322
332690.58,0.036,0.331,0.18,238116.33,0,111,0.15300020681910664,0,0,0.0100397342525871
499834.92,0.025,0.378,0.128,153558.48,1,92,0.08232343820932053,0,0,0.0228748830159483
520653.0,0.044,0.378,0.113,545659.74,0,104,0.053948892263490866,0,0,0.017454826186925
511535.71,0.035,0.313,0.086,367897.5,0,114,0.07727761823653367,0,0,0.0082114101712363
297625.85,0.041,0.309,0.125,231792.33,0,84,0.141558835303084,0,0,0.0020446558290527
302149.75,0.031,0.341,0.133,205864.49,0,90,0.15861866410110542,0,0,0.0037974993846113
486486.1,0.03,0.305,0.078,537914.04,0,120,0.04965666778915945,0,0,0.0073829546814102
480592.2,0.021,0.293,0.216,496611.15,0,114,0.07003244173794043,0,0,0.0175433463465718
495477.45,0.029,0.392,0.144,351489.51,0,81,0.1130304573267496,0,0,0.0131877964859224
409785.1,0.049,0.371,0.094,174255.95,0,95,0.1388038495282175,0,0,0.0068389581531745
426041.22,0.029,0.391,0.14,380445.07,0,107,0.1195838056712909,0,0,0.0187403978658785
345290.87,0.023,0.348,0.142,197743.02,0,116,0.15061198263299524,0,0,0.0105823629569687
383798.48,0.028,0.436,0.194,293300.03,0,115,0.14040410337971415,0,0,0.0508225552573293
285955.93,0.032,0.375,0.115,168852.44,0,115,0.1654695082609552,0,0,0.0087342003788732
384451.26,0.045,0.503,0.168,389302.67,0,109,0.1158538353207828,0,0,0.0737800904770053
435398.93,0.04,0.36,0.156,207021.87,1,102,0.10765423812251362,0,0,0.0236007543222803
290153.62,0.047,0.423,0.241,187842.39,0,74,0.18271423909650497,0,0,0.0154965496387782
326785.08,0.023,0.303,0.28,361319.27,0,94,0.1166006726572234,0,0,0.0107179853117949
290337.72,0.041,0.328,0.183,87338.93,0,115,0.16168292121037042,0,0,0.0092881606285201
506357.09,0.031,0.3,0.044,456646.69,0,83,0.05509492057903209,0,0,0.002112731344029
428165.62,0.04,0.381,0.143,182625.94,0,72,0.14820285581955472,0,0,0.0068832245340033
288447.23,0.044,0.368,0.111,216551.55,0,82,0.15982752426901425,0,0,0.0032804926935403
289529.07,0.025,0.36,0.169,254880.01,0,83,0.15556045543797875,0,0,0.0050957911165332
498308.54,0.039,0.397,0.136,186057.88,0,100,0.1306760147155842,0,0,0.0216946783431914
509043.53,0.024,0.379,0.196,150972.97,0,79,0.12647682626900492,0,0,0.0177878736465799
417962.07,0.022,0.435,0.156,254245.49,0,92,0.13682363461233266,0,0,0.023211146251668
400259.31,0.046,0.418,0.0,120653.97,0,105,0.11435289913894359,0,0,0.0065515946612255
466048.49,0.048,0.394,0.069,378240.25,1,118,0.04502426723850528,0,0,0.0284870098748438
402380.33,0.033,0.373,0.126,239973.01,0,117,0.14150502453715258,0,0,0.0159584261111016
497552.96,0.034,0.36,0.147,265659.09,0,118,0.12956501559882821,0,0,0.0248954884479904
483326.61,0.032,0.397,0.227,391708.24,0,93,0.10648830304219503,0,0,0.0367457799565752
381284.0,0.021,0.405,0.114,154982.28,0,116,0.15051207014770718,0,0,0.0185652958209168
352563.84,0.046,0.411,0.095,311365.5,0,98,0.12922475941328704,0,0,0.0093601759709837
439088.33,0.045,0.323,0.198,430991.19,0,102,0.10278625905158228,0,0,0.0130641503400977
498261.32,0.043,0.375,0.113,220526.96,0,112,0.12512881778549867,0,0,0.0189726340643839
296539.41,0.023,0.36,0.037,315924.33,0,100,0.1077283640790605,0,0,0.0026250131102001
508193.74,0.028,0.413,0.095,179760.39,0,93,0.1194181138296112,0,0,0.0159195490034814
360177.71,0.038,0.325,0.074,291767.98,0,76,0.11559871085230877,0,0,0.0016582843393029
349825.82,0.029,0.323,0.227,297092.9,0,82,0.13701626159490987,0,0,0.0068500979838252
307908.77,0.032,0.398,0.092,186217.49,0,83,0.15709424646961945,0,0,0.0043872792239048
286680.5,0.034,0.272,0.191,217562.02,0,76,0.136903486313652,0,0,0.001821698619475
346119.7,0.042,0.324,0.226,364604.79,0,105,0.12175774477667844,0,0,0.0124121155046478
288097.5,0.041,0.208,0.183,358436.53,0,88,0.0972032310161049,0,0,0.0011173493323341
513070.62,0.033,0.376,0.11,217189.07,1,93,0.06939128595618616,0,0,0.0207819704816867
303732.74,0.039,0.365,0.148,168865.88,1,115,0.13156767066889286,0,0,0.0191598752777833
334028.79,0.024,0.247,0.093,241239.83,0,90,0.09050058021405111,0,0,0.0010275243030404
481981.78,0.024,0.292,0.093,548026.59,0,103,0.05070899607130874,0,0,0.0045249180576726
309302.37,0.026,0.265,0.148,197942.43,0,105,0.12764687641618666,0,0,0.0027451920900315
494990.44,0.022,0.258,0.088,107974.85,1,87,0.03398453255684075,0,0,0.0034935832656812
359975.44,0.032,0.334,0.242,180375.0,0,117,0.16275981757260888,0,0,0.0231172048548826
325247.82,0.044,0.332,0.084,235245.21,0,102,0.13300717373752535,0,0,0.0033857278283979
520418.09,0.036,0.385,0.158,536816.37,0,117,0.06323271586989232,0,0,0.038697074436894
308535.25,0.04,0.35,0.232,114341.16,0,118,0.17300537282613498,0,0,0.021210988195998
314307.95,0.027,0.276,0.158,146348.96,0,72,0.14143928339097644,0,0,0.0014452033292739
492276.94,0.041,0.33,0.117,360479.44,0,85,0.10614796428427936,0,0,0.0056028410340925
402371.98,0.022,0.444,0.209,310975.15,0,76,0.13408771816382636,0,0,0.0249661334695068
489009.94,0.042,0.37,0.129,602858.86,0,93,0.05563531119360754,0,0,0.0120187743742462
357290.8,0.04,0.327,0.152,298959.88,0,119,0.13715755791309214,0,0,0.0102950023757131
384616.06,0.029,0.364,0.047,171381.79,0,81,0.12568114272354336,0,0,0.0026094872554233
301219.19,0.048,0.348,0.175,150211.23,0,74,0.17553578421484134,0,0,0.0038613939139371
293216.67,0.031,0.324,0.087,348538.28,0,92,0.1074995866084632,0,0,0.0021258115475092
307177.91,0.024,0.401,0.158,144633.02,0,118,0.17462670001906594,0,0,0.0200977627437106
514183.33,0.032,0.371,0.085,156772.41,0,77,0.11138787846716702,0,0,0.0060510930811652
312196.27,0.031,0.323,0.102,202282.23,0,92,0.14063736264694804,0,0,0.0025894269091712
374494.61,0.03,0.382,0.089,388904.3,0,114,0.10631524425480032,0,0,0.0106184876425511
396061.48,0.022,0.407,0.087,336505.23,0,100,0.11546132208895815,0,0,0.010521301171807
293434.83,0.034,0.384,0.163,198778.92,1,118,0.13217671098885597,0,0,0.0280086035164583
411822.46,0.036,0.421,0.11,417273.73,0,103,0.10608247232282597,0,0,0.0173737817098776
476120.92,0.027,0.278,0.172,319012.55,0,119,0.10358513522502771,0,0,0.0113389566105609
287927.44,0.036,0.33,0.116,262103.06,0,84,0.14207248410372486,0,0,0.0023185398434681
506721.54,0.05,0.407,0.235,302256.15,0,111,0.11898871163762764,0,0,0.0756080169108972
307358.95,0.044,0.263,0.195,77479.56,0,77,0.13876716607017653,0,0,0.0019008832390763
358189.92,0.044,0.281,0.164,310127.85,0,89,0.12549727845547948,0,0,0.0030415357677813
489396.08,0.038,0.348,0.175,263747.94,0,82,0.12833668202042614,0,0,0.0103865492919077
320554.42,0.033,0.419,0.159,247643.86,1,82,0.12333827523500579,0,0,0.0176397066220639
342287.29,0.031,0.304,0.164,240355.92,0,80,0.14160639640419842,0,0,0.0029285767247864
369255.64,0.041,0.298,0.101,417609.65,0,72,0.09327589387959573,0,0,0.0014298189196465
314349.32,0.039,0.394,0.159,165767.56,0,103,0.1739009837900224,0,0,0.013005496759014
306191.28,0.029,0.409,0.133,86309.85,0,88,0.1653572212974131,0,0,0.0080496424433564
298789.33,0.028,0.374,0.162,328981.48,0,104,0.14274678197873586,0,0,0.0102085667445735
387807.55,0.025,0.421,0.146,174730.44,0,96,0.1544540770007662,0,0,0.0178349734725602
387245.95,0.045,0.313,0.205,376317.26,0,102,0.11860503502135517,0,0,0.009990688211783
464789.15,0.035,0.284,0.137,239510.02,0,74,0.11763323129241521,0,0,0.0026041300736849
522128.32,0.049,0.377,0.145,211811.64,0,109,0.12397772502033927,0,0,0.0259659913184464
311224.29,0.023,0.335,0.149,284577.21,0,85,0.1435974664881926,0,0,0.0036998078091552
410974.4,0.042,0.286,0.206,457858.75,0,105,0.09686098055601006,0,0,0.0088083029587718
327089.86,0.05,0.489,0.175,143132.94,0,73,0.17155167053776815,0,0,0.0212568114394794
486310.38,0.049,0.366,0.069,419257.07,0,80,0.08466667040013054,0,0,0.0047973291784188
473578.25,0.037,0.323,0.108,556191.08,0,72,0.06380354554316359,0,0,0.0031329455066385
298126.0,0.034,0.373,0.065,65390.27,1,113,0.09719681314867529,0,0,0.0095590659984471
416894.19,0.038,0.376,0.14,405443.62,1,114,0.0767561562118455,0,0,0.0312862798704558
411995.45,0.04,0.343,0.102,194220.84,1,113,0.08833540415669694,0,0,0.0148534833126925
492192.23,0.03,0.375,0.185,232950.35,0,110,0.1301714806349183,0,0,0.0323548248444704
315390.74,0.038,0.343,0.16,198962.33,0,113,0.1669384296337153,0,0,0.0095278140839426
403402.06,0.042,0.332,0.142,229696.24,0,104,0.14142560032715146,0,0,0.0081460630049073
325540.12,0.027,0.246,0.169,224560.42,0,115,0.11677919122478236,0,0,0.0036842579580354
485152.2,0.041,0.371,0.056,117603.31,1,103,0.06755856409306493,0,0,0.0143396557751148
344742.18,0.046,0.342,0.112,184193.95,0,91,0.15290752581769862,0,0,0.003924091035711
489958.61,0.043,0.343,0.12,465343.99,0,79,0.09023628949049567,0,0,0.0056479757681369
401091.94,0.047,0.348,0.195,143556.09,0,80,0.15579375970353498,0,0,0.0081334104203509
415082.08,0.026,0.283,0.172,397175.34,0,79,0.10482970328310132,0,0,0.003239582118643
498868.32,0.032,0.389,0.205,116056.36,1,77,0.09192209323390699,0,0,0.0335548180843797
483673.7,0.036,0.354,0.2,251437.41,1,111,0.09151544038461668,0,0,0.0488291846104638
366424.83,0.036,0.329,0.147,382376.08,0,83,0.12067137237528758,0,0,0.0040434389946396
481153.8,0.038,0.324,0.15,379880.45,1,86,0.06971676629181,0,0,0.0117770785930547
360036.89,0.048,0.35,0.094,171646.37,0,102,0.14684078047272714,0,0,0.005254297885485
301657.62,0.028,0.331,0.202,329213.64,0,114,0.1353138951620821,0,0,0.0115543579499633
483688.85,0.035,0.365,0.205,371135.22,0,88,0.11273834511362263,0,0,0.0186711394725402
417852.91,0.035,0.277,0.116,193272.31,0,77,0.11629724310227368,0,0,0.0017831659438639
302107.98,0.029,0.323,0.153,108890.19,0,106,0.15797096529877952,0,0,0.0055995504842087
296857.5,0.036,0.344,0.119,162400.31,0,111,0.16272435732701662,0,0,0.0059453777770005
289323.14,0.033,0.339,0.164,255415.95,0,100,0.15531163122716757,0,0,0.0059972560294928
404732.27,0.032,0.277,0.128,141773.97,0,72,0.11822631574662201,0,0,0.0016406986155657
305560.86,0.038,0.352,0.133,319548.62,0,86,0.1387419240851943,0,0,0.0039353346696124
303571.61,0.027,0.308,0.125,304383.49,0,90,0.12236006189105997,0,0,0.0024295801861269
488712.75,0.022,0.303,0.189,293595.51,0,82,0.10790312406857805,0,0,0.0069499778538207
353894.45,0.029,0.452,0.118,281615.46,0,97,0.13787809232349846,0,0,0.0178898386119321
382194.47,0.041,0.365,0.061,185503.6,0,89,0.13262863673000536,0,0,0.0036489834059921
423360.58,0.025,0.319,0.121,352548.34,0,82,0.10645830965114689,0,0,0.0035443211074129
292993.77,0.047,0.331,0.198,146291.79,0,118,0.17211012931068165,0,0,0.0119691737963572
301708.6,0.024,0.366,0.107,75653.72,0,80,0.15378329390632817,0,0,0.0031019181677197
487891.96,0.025,0.344,0.168,593850.81,0,110,0.06411994311437852,0,0,0.0193624664060607
308098.82,0.03,0.444,0.103,64101.75,0,83,0.15377381074625956,0,0,0.0082239351523087
325821.12,0.04,0.257,0.164,229358.34,1,101,0.08631912896319183,0,0,0.0047954505877689
449685.75,0.024,0.352,0.098,261854.71,0,104,0.12195120511085689,0,0,0.0085006644531371
495203.74,0.042,0.413,0.226,405433.06,0,93,0.10252207298977262,0,0,0.0456854714219707
420982.58,0.035,0.353,0.143,462248.84,0,119,0.10383565137911849,0,0,0.0166894256940885
498609.98,0.043,0.448,0.185,338603.58,0,77,0.10528400875437016,0,0,0.0322969182432485
475044.93,0.025,0.386,0.199,493281.78,0,84,0.08797117894973006,0,0,0.0196083780104583
499860.92,0.023,0.408,0.156,328700.25,0,78,0.11726721737797247,0,0,0.0165261252308635
509895.87,0.023,0.433,0.143,282529.57,0,74,0.1178575723191918,0,0,0.0184736156213417
423451.69,0.037,0.338,0.076,322117.36,0,98,0.1086183168912544,0,0,0.0045759304030594
294688.92,0.04,0.367,0.135,369959.03,0,119,0.1307494202505986,0,0,0.0108986140545698
324161.74,0.045,0.371,0.182,245585.01,0,93,0.16054323375752927,0,0,0.0097308838289243
308835.54,0.033,0.344,0.159,141078.38,1,76,0.1294794007335922,0,0,0.0060484543076202
520882.13,0.032,0.374,0.152,339094.77,0,76,0.10301516481870238,0,0,0.0111763042739377
332111.18,0.023,0.296,0.082,354105.4,0,111,0.09512115644950114,0,0,0.0028623364307819
475789.96,0.032,0.367,0.155,588479.18,0,109,0.065111116984638,0,0,0.0208976431957261
380430.89,0.049,0.37,0.192,106669.61,0,119,0.15968539201688775,0,0,0.0260625379148554
502275.09,0.032,0.427,0.138,534616.16,0,100,0.0707354116787029,0,0,0.0315096038300537
507591.64,0.043,0.314,0.174,295430.37,0,99,0.11116497057496222,0,0,0.0117384927759455
350528.98,0.029,0.322,0.21,199927.78,0,79,0.1522317994779187,0,0,0.0054156091172072
357317.42,0.049,0.35,0.141,419501.59,0,89,0.11696978470820729,0,0,0.0055284664472198
350889.47,0.043,0.325,0.133,184856.01,0,100,0.14932474807617918,0,0,0.0050322085790103
307047.31,0.028,0.384,0.143,259077.87,0,91,0.15447955078629894,0,0,0.0071403688160064
411757.23,0.043,0.365,0.066,226894.43,0,107,0.12296483882662618,0,0,0.0069377099518514
491802.58,0.021,0.383,0.146,166256.94,0,94,0.12921027676677843,0,0,0.0167622550605056
337855.72,0.023,0.394,0.186,299697.51,0,80,0.14572716835590344,0,0,0.0098613624934888
374493.28,0.047,0.363,0.182,394455.22,1,78,0.08483853340202019,0,0,0.0126902802564433
317144.55,0.024,0.373,0.082,284503.26,0,95,0.12867959759698416,0,0,0.0043002141833187
499194.45,0.038,0.416,0.099,403385.34,1,90,0.04075505318924966,0,0,0.026082703537209
469379.95,0.022,0.369,0.172,522358.51,0,84,0.08336726511582793,0,0,0.012513875274408
423228.28,0.047,0.336,0.192,171785.55,0,113,0.146316587073334,0,0,0.0180118345171232
430689.0,0.029,0.298,0.13,419121.99,1,75,0.053089710961702674,0,0,0.004454434012958
381782.62,0.028,0.309,0.102,80329.92,0,109,0.12350541921691555,0,0,0.0046117758778402
511846.16,0.022,0.363,0.21,219374.63,0,99,0.12232162935448443,0,0,0.0284248939986256
295603.74,0.038,0.276,0.117,185712.85,0,113,0.1327690952332865,0,0,0.0027855244657904
289750.32,0.042,0.31,0.0,336106.48,0,79,0.07804162102830292,0,0,0.0005918978093472
506921.61,0.048,0.318,0.179,291594.31,1,90,0.07164068719304906,0,0,0.0173997049200573
412596.36,0.043,0.254,0.195,410102.83,0,92,0.09103531117708363,0,0,0.0039463630252055
520332.34,0.046,0.33,0.141,537229.57,0,73,0.05941733639892388,0,0,0.0056355220185902
412011.51,0.049,0.296,0.223,167424.72,2,77,0.0636534262379147,0,0,0.016353614666613
516823.27,0.034,0.355,0.157,550833.61,0,106,0.06724371132253659,0,0,0.0202622535939866
305430.44,0.049,0.396,0.191,198863.87,0,81,0.1766835057968537,0,0,0.0094640465155115
290972.85,0.031,0.365,0.138,81958.57,0,87,0.16484039544018841,0,0,0.0046187516150832
385100.57,0.03,0.367,0.154,176730.47,0,117,0.15792344135119463,0,0,0.0176360655968606
492794.91,0.037,0.465,0.123,259365.44,0,109,0.1160885599027916,0,0,0.0515122146680876
484441.38,0.044,0.413,0.158,328896.59,0,117,0.12237839261277061,0,0,0.0458211012927224
287505.2,0.033,0.288,0.143,228328.04,0,78,0.1382299832429596,0,0,0.0015307595740585
494621.61,0.047,0.394,0.0,383589.95,0,86,0.06633303474166419,0,0,0.004432571518338
308157.61,0.034,0.2,0.174,189869.9,0,87,0.12400427777776452,0,0,0.0009964982724738
458233.73,0.021,0.349,0.155,363661.54,0,108,0.1191353021314756,0,0,0.0154233222533267
332630.59,0.047,0.411,0.127,227812.59,0,100,0.15459648067179738,0,0,0.0119696276681799
496304.2,0.038,0.389,0.153,160739.97,0,91,0.13383066240262276,0,0,0.0179485370460685
297041.14,0.044,0.338,0.101,236781.9,0,72,0.1455544724337512,0,0,0.0016865553897448
311748.93,0.043,0.32,0.24,220411.83,0,76,0.1536456359303175,0,0,0.0053956557885335
492265.59,0.048,0.391,0.148,256091.39,0,95,0.12734391956954444,0,0,0.0192162064203946
355372.99,0.032,0.331,0.111,320043.7,0,74,0.12790436734643662,0,0,0.0022784465279513
293358.25,0.036,0.321,0.127,140928.42,0,97,0.15241779427856067,0,0,0.0033185976582968
306963.56,0.041,0.276,0.207,294190.52,0,85,0.12885488516293953,0,0,0.0030293031443439
287841.03,0.024,0.341,0.161,99109.18,0,117,0.16583680983220567,0,0,0.0093158273357581
439697.67,0.042,0.405,0.082,512014.11,0,116,0.06711177509012234,0,0,0.0179352720839237
309084.25,0.026,0.349,0.175,83131.27,0,81,0.16205091713126835,0,0,0.0048588994721022
480414.08,0.029,0.347,0.186,255062.07,0,81,0.12782864883867656,0,0,0.0105940354421249
486315.65,0.038,0.392,0.07,514917.43,0,83,0.059740531057232205,0,0,0.007079452463047
498578.73,0.048,0.351,0.141,461325.11,0,85,0.09618897756957057,0,0,0.0090188449925326
366442.35,0.038,0.347,0.144,365367.03,0,91,0.1259469052640726,0,0,0.006000292105659
479211.95,0.022,0.353,0.07,258309.66,0,120,0.10504311889685508,0,0,0.0116361600880262
460743.15,0.037,0.279,0.138,95340.96,0,107,0.11744773298728184,0,0,0.0058489413892592
493873.48,0.034,0.411,0.174,261002.63,0,104,0.12855991409144207,0,0,0.0381537043900215
494335.26,0.046,0.28,0.157,528616.53,0,109,0.06238532285125942,0,0,0.0084446296000049
299597.14,0.048,0.338,0.196,165234.59,0,99,0.17301959779087572,0,0,0.0079410586484022
485087.46,0.022,0.389,0.191,336574.71,0,86,0.11312952866249842,0,0,0.0208044795116603
515674.29,0.027,0.329,0.168,558615.4,0,85,0.06323052835914178,0,0,0.0094736198471776
479056.64,0.042,0.438,0.147,249309.7,0,77,0.13242527861893383,0,0,0.0192995743159405
298303.35,0.034,0.36,0.153,261773.0,0,75,0.1593500799620789,0,0,0.0037215837414514
309179.07,0.046,0.367,0.137,286048.04,0,99,0.15195256523403194,0,0,0.0069428071648049
303437.26,0.025,0.33,0.165,178288.72,0,91,0.16313667147347477,0,0,0.0045525265511901
303480.44,0.045,0.342,0.154,296830.39,0,99,0.1492218620463855,0,0,0.0058808021043639
302118.98,0.042,0.373,0.117,358150.3,0,96,0.127458300173255,0,0,0.0056168017504842
298955.83,0.04,0.315,0.081,204739.1,0,81,0.13243388932925537,0,0,0.0013893662414137
445838.66,0.022,0.383,0.185,482799.59,0,74,0.09112904151938644,0,0,0.0114699023848285
506631.74,0.02,0.361,0.163,336892.44,0,98,0.11289296106357666,0,0,0.0177768112511248
291497.93,0.048,0.424,0.175,92921.18,0,82,0.17728189123017996,0,0,0.0110404883428309
401511.67,0.048,0.425,0.222,306518.6,0,110,0.13749869673852927,0,0,0.0535871512600546
399587.53,0.04,0.346,0.086,367188.81,0,90,0.11094739132041376,0,0,0.0040114742437356
481018.62,0.047,0.411,0.169,155751.32,0,73,0.1419614749850336,0,0,0.0155238577136168
311350.67,0.031,0.313,0.13,85736.24,0,78,0.14579593977241678,0,0,0.0020190866687044
310628.53,0.035,0.338,0.101,212153.81,0,113,0.1497614850701704,0,0,0.0052985881161461
444934.08,0.029,0.399,0.166,94992.64,0,96,0.14605098252057935,0,0,0.0207704288952349
